Train_No,Origin_Station,Destination_Station,Total_Distance,Number_of_Stops,Journey_Duration_Hours
96521,KALYAN JN,ASANGAON,32.0,5,0.58
96522,ASANGAON,KALYAN JN,32.0,3,0.57
96524,ASANGAON,KALYAN JN,32.0,3,0.57
96601,KALYAN JN,TITVALA,10.0,2,0.25
96602,TITVALA,KALYAN JN,10.0,0,0.25
96603,KALYAN JN,TITVALA,10.0,2,0.25
96604,TITVALA,KALYAN JN,10.0,0,0.25
96605,KALYAN JN,TITVALA,10.0,2,0.25
96606,TITVALA,KALYAN JN,10.0,0,0.25
96607,KALYAN JN,TITVALA,10.0,2,0.25
96608,TITVALA,KALYAN JN,10.0,0,0.25
96609,KALYAN JN,TITVALA,10.0,2,0.25
96610,TITVALA,KALYAN JN,10.0,0,0.25
96611,KALYAN JN,TITVALA,10.0,2,0.23
96612,TITVALA,KALYAN JN,10.0,0,0.18
96613,KALYAN JN,TITVALA,10.0,2,0.25
96614,TITVALA,KALYAN JN,10.0,0,0.25
96615,KALYAN JN,TITVALA,10.0,2,0.25
96616,TITVALA,KALYAN JN,10.0,0,0.25
96617,KALYAN JN,TITVALA,10.0,2,0.25
96618,TITVALA,KALYAN JN,10.0,0,0.28
96619,KALYAN JN,TITVALA,10.0,2,0.25
96620,TITVALA,KALYAN JN,10.0,0,0.25
96621,KALYAN JN,TITVALA,10.0,2,0.25
96622,TITVALA,KALYAN JN,10.0,0,0.28
96623,KALYAN JN,TITVALA,10.0,2,0.25
96624,TITVALA,KALYAN JN,10.0,0,0.28
96625,KALYAN JN,TITVALA,10.0,2,0.25
96626,TITVALA,KALYAN JN,10.0,0,0.25
96627,KALYAN JN,TITVALA,10.0,2,0.23
96628,TITVALA,KALYAN JN,10.0,0,0.25
96629,KALYAN JN,TITVALA,10.0,2,0.23
96630,TITVALA,KALYAN JN,10.0,0,0.25
96631,KALYAN JN,TITVALA,10.0,2,0.25
96632,TITVALA,KALYAN JN,10.0,0,0.25
96633,KALYAN JN,TITVALA,10.0,2,0.25
96634,TITVALA,KALYAN JN,10.0,0,0.25
96635,KALYAN JN,TITVALA,10.0,2,0.25
96636,TITVALA,KALYAN JN,10.0,0,0.25
96637,KALYAN JN,TITVALA,10.0,2,0.27
96638,TITVALA,KALYAN JN,10.0,0,0.25
96639,KALYAN JN,TITVALA,10.0,2,0.25
96640,TITVALA,KALYAN JN,10.0,0,0.27
96641,KALYAN JN,TITVALA,10.0,2,0.25
96642,TITVALA,KALYAN JN,10.0,0,0.25
96643,KALYAN JN,TITVALA,10.0,2,0.25
96644,TITVALA,KALYAN JN,10.0,0,0.25
96645,KALYAN JN,TITVALA,10.0,2,0.25
96646,TITVALA,KALYAN JN,10.0,0,0.27
96647,KALYAN JN,TITVALA,10.0,2,0.25
96648,TITVALA,KALYAN JN,10.0,0,0.25
96649,KALYAN JN,TITVALA,10.0,2,0.25
96650,TITVALA,KALYAN JN,10.0,0,0.27
96651,KALYAN JN,TITVALA,10.0,2,0.25
96652,TITVALA,KALYAN JN,10.0,0,0.25
96653,KALYAN JN,TITVALA,10.0,2,0.25
96654,TITVALA,KALYAN JN,10.0,0,0.25
96655,KALYAN JN,TITVALA,10.0,2,0.25
96656,TITVALA,KALYAN JN,10.0,0,0.25
96657,CST-MUMBAI,TITVALA,64.0,25,1.72
96658,TITVALA,KALYAN JN,10.0,0,0.27
96660,TITVALA,KALYAN JN,10.0,0,0.25
97000,KALYAN JN,CST-MUMBAI,53.0,0,1.47
97001,VIDYAVIHAR,KALYAN JN,35.0,12,0.93
97002,KALYAN JN,CST-MUMBAI,53.0,22,1.45
97003,VIDYAVIHAR,KALYAN JN,35.0,12,0.95
97004,KALYAN JN,CST-MUMBAI,53.0,22,1.45
97005,VIDYAVIHAR,KALYAN JN,35.0,12,0.95
97006,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97007,VIDYAVIHAR,KALYAN JN,35.0,12,0.95
97008,KALYAN JN,CST-MUMBAI,53.0,22,1.45
97009,VIDYAVIHAR,KALYAN JN,35.0,12,0.95
97010,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97011,CST-MUMBAI,KALYAN JN,53.0,22,1.5
97012,KALYAN JN,DADAR,44.0,15,1.13
97013,VIDYAVIHAR,KALYAN JN,35.0,11,0.97
97014,KALYAN JN,CST-MUMBAI,53.0,22,1.45
97015,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97016,KALYAN JN,CST-MUMBAI,53.0,22,1.5
97017,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97018,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97019,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97020,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97021,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97022,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97023,DADAR,KALYAN JN,44.0,15,1.13
97024,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97025,CST-MUMBAI,KALYAN JN,53.0,22,1.43
97026,KALYAN JN,DADAR,44.0,15,1.15
97027,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97028,KALYAN JN,DADAR,44.0,15,1.17
97029,CST-MUMBAI,KALYAN JN,53.0,21,1.45
97030,KALYAN JN,CST-MUMBAI,53.0,22,1.5
97031,CST-MUMBAI,KALYAN JN,53.0,22,1.5
97032,KALYAN JN,CST-MUMBAI,53.0,22,1.52
97033,THANE,KALYAN JN,20.0,6,0.53
97034,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97035,DADAR,KALYAN JN,44.0,15,1.18
97036,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97037,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97038,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97039,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97040,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97041,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97042,KALYAN JN,KURLA,37.0,13,0.98
97043,DADAR,KALYAN JN,44.0,15,1.2
97044,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97045,DADAR,KALYAN JN,44.0,15,1.2
97046,KALYAN JN,THANE,20.0,6,0.52
97047,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97048,KALYAN JN,CST-MUMBAI,53.0,22,1.5
97049,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97050,KALYAN JN,DADAR,44.0,15,1.2
97051,KURLA,KALYAN JN,37.0,13,1.03
97052,KALYAN JN,CST-MUMBAI,53.0,22,1.5
97053,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97054,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97055,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97056,KALYAN JN,THANE,20.0,6,0.52
97057,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97058,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97059,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97060,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97061,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97062,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97063,DADAR,KALYAN JN,44.0,15,1.15
97064,KALYAN JN,KURLA,37.0,13,0.97
97065,CST-MUMBAI,KALYAN JN,53.0,22,1.52
97066,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97067,CST-MUMBAI,KALYAN JN,53.0,22,1.53
97068,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97069,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97070,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97071,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97072,KALYAN JN,DADAR,44.0,15,1.15
97073,THANE,KALYAN JN,20.0,6,0.53
97074,KALYAN JN,CST-MUMBAI,53.0,22,1.52
97075,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97076,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97077,KURLA,KALYAN JN,37.0,13,0.98
97078,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97079,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97080,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97081,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97082,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97083,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97084,KALYAN JN,CST-MUMBAI,53.0,22,1.45
97085,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97086,KALYAN JN,THANE,20.0,6,0.52
97087,DADAR,KALYAN JN,44.0,15,1.17
97088,KALYAN JN,CST-MUMBAI,53.0,22,1.53
97089,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97090,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97091,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97092,KALYAN JN,DADAR,44.0,15,1.15
97093,CST-MUMBAI,KALYAN JN,53.0,22,1.45
97094,KALYAN JN,THANE,20.0,6,1.52
97095,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97096,KALYAN JN,CST-MUMBAI,53.0,22,1.43
97097,KURLA,KALYAN JN,37.0,13,1.0
97098,KALYAN JN,DADAR,44.0,15,1.13
97099,VIDYAVIHAR,KALYAN JN,35.0,12,0.98
97100,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97101,CST-MUMBAI,KALYAN JN,53.0,22,1.5
97102,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97103,CST-MUMBAI,KALYAN JN,53.0,22,1.5
97104,KALYAN JN,CST-MUMBAI,53.0,22,1.5
97105,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97106,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97107,DADAR,KALYAN JN,44.0,15,1.15
97108,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97109,VIDYAVIHAR,KALYAN JN,35.0,12,0.92
97110,KALYAN JN,DADAR,44.0,15,1.13
97111,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97112,KALYAN JN,CST-MUMBAI,53.0,22,1.45
97113,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97114,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97115,DADAR,KALYAN JN,44.0,15,1.22
97116,KALYAN JN,KURLA,37.0,13,0.97
97117,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97118,KALYAN JN,THANE,20.0,6,0.52
97119,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97120,KALYAN JN,DADAR,44.0,15,1.2
97121,DADAR,KALYAN JN,44.0,15,1.18
97122,KALYAN JN,CST-MUMBAI,53.0,22,1.5
97123,DADAR,KALYAN JN,44.0,15,1.23
97124,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97125,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97126,KALYAN JN,DADAR,44.0,15,1.13
97127,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97128,KALYAN JN,CST-MUMBAI,53.0,22,1.45
97129,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97130,KALYAN JN,THANE,20.0,6,0.53
97131,KURLA,KALYAN JN,37.0,13,1.02
97132,KALYAN JN,DADAR,44.0,15,1.18
97133,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97134,KALYAN JN,DADAR,44.0,15,1.17
97135,DADAR,KALYAN JN,44.0,15,1.17
97136,KALYAN JN,CST-MUMBAI,53.0,22,1.45
97137,DADAR,KALYAN JN,44.0,15,1.2
97138,KALYAN JN,DADAR,44.0,15,1.15
97139,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97140,KALYAN JN,KURLA,37.0,13,1.0
97141,DADAR,KALYAN JN,44.0,15,1.2
97142,KALYAN JN,CST-MUMBAI,53.0,22,1.52
97143,DADAR,KALYAN JN,44.0,15,1.18
97144,KALYAN JN,CST-MUMBAI,53.0,22,1.47
97145,DADAR,KALYAN JN,44.0,15,1.17
97146,KALYAN JN,CST-MUMBAI,53.0,22,1.48
97147,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97148,KALYAN JN,KURLA,37.0,13,0.98
97149,CST-MUMBAI,KALYAN JN,53.0,22,1.47
97150,KALYAN JN,THANE,20.0,6,0.53
97151,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97152,KALYAN JN,THANE,20.0,6,0.52
97153,CST-MUMBAI,KALYAN JN,53.0,22,1.48
97155,DADAR,KALYAN JN,44.0,15,1.15
97201,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97202,DOMBIVLI,CST-MUMBAI,48.0,20,1.32
97203,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97204,DOMBIVLI,CST-MUMBAI,48.0,20,1.35
97205,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97206,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97207,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97208,DOMBIVLI,CST-MUMBAI,48.0,20,1.35
97209,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97210,DOMBIVLI,CST-MUMBAI,48.0,20,1.35
97211,CST-MUMBAI,DOMBIVLI,48.0,20,1.28
97212,DOMBIVLI,DADAR,39.0,13,1.03
97213,CST-MUMBAI,DOMBIVLI,48.0,20,1.32
97214,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97215,CST-MUMBAI,DOMBIVLI,48.0,20,1.28
97216,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97217,CST-MUMBAI,DOMBIVLI,48.0,20,1.28
97218,DOMBIVLI,CST-MUMBAI,48.0,20,1.37
97219,CST-MUMBAI,DOMBIVLI,48.0,20,1.32
97220,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97221,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97222,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97223,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97224,DOMBIVLI,CST-MUMBAI,48.0,20,1.37
97225,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97226,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97227,CST-MUMBAI,DOMBIVLI,48.0,20,1.35
97228,DOMBIVLI,CST-MUMBAI,48.0,20,1.35
97229,CST-MUMBAI,DOMBIVLI,48.0,20,1.32
97230,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97231,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97232,DOMBIVLI,CST-MUMBAI,48.0,20,1.32
97233,CST-MUMBAI,DOMBIVLI,48.0,20,1.28
97234,DOMBIVLI,DADAR,39.0,13,1.03
97235,DADAR,DOMBIVLI,39.0,13,1.03
97236,DOMBIVLI,CST-MUMBAI,48.0,20,1.32
97237,DADAR,DOMBIVLI,39.0,13,1.0
97238,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97239,CST-MUMBAI,DOMBIVLI,48.0,20,1.35
97240,DOMBIVLI,CST-MUMBAI,48.0,20,1.32
97241,CST-MUMBAI,DOMBIVLI,48.0,20,1.32
97242,DOMBIVLI,CST-MUMBAI,48.0,20,1.38
97243,CST-MUMBAI,DOMBIVLI,48.0,20,1.32
97244,DOMBIVLI,CST-MUMBAI,48.0,20,1.37
97245,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97246,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97247,DADAR,DOMBIVLI,39.0,13,1.03
97248,DOMBIVLI,CST-MUMBAI,48.0,20,1.35
97249,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97250,DOMBIVLI,CST-MUMBAI,48.0,20,1.33
97251,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97252,DOMBIVLI,CST-MUMBAI,48.0,20,1.4
97253,CST-MUMBAI,DOMBIVLI,48.0,20,1.33
97254,DOMBIVLI,DADAR,39.0,13,1.02
97255,CST-MUMBAI,DOMBIVLI,48.0,20,1.3
97256,DOMBIVLI,CST-MUMBAI,48.0,20,1.35
97258,DOMBIVLI,CST-MUMBAI,48.0,20,1.35
97260,DOMBIVLI,DADAR,39.0,13,1.0
97301,CST-MUMBAI,THANE,33.0,15,0.93
97302,THANE,CST-MUMBAI,33.0,15,0.93
97303,CST-MUMBAI,THANE,33.0,15,0.93
97304,THANE,CST-MUMBAI,33.0,15,0.93
97305,CST-MUMBAI,THANE,33.0,15,0.93
97306,THANE,CST-MUMBAI,33.0,15,0.93
97307,CST-MUMBAI,THANE,33.0,15,0.93
97308,THANE,CST-MUMBAI,33.0,15,0.93
97309,CST-MUMBAI,THANE,33.0,15,0.93
97310,THANE,CST-MUMBAI,33.0,15,0.97
97311,CST-MUMBAI,THANE,33.0,15,0.93
97312,THANE,CST-MUMBAI,33.0,15,0.93
97313,CST-MUMBAI,THANE,33.0,15,0.93
97314,THANE,CST-MUMBAI,33.0,15,0.97
97315,CST-MUMBAI,THANE,33.0,15,0.93
97316,THANE,CST-MUMBAI,33.0,15,0.93
97317,CST-MUMBAI,THANE,33.0,15,0.93
97318,THANE,CST-MUMBAI,33.0,15,0.93
97319,CST-MUMBAI,THANE,33.0,15,0.93
97320,THANE,CST-MUMBAI,33.0,15,0.93
97321,CST-MUMBAI,THANE,33.0,15,0.93
97322,THANE,CST-MUMBAI,33.0,15,0.93
97323,CST-MUMBAI,THANE,33.0,15,0.97
97324,THANE,CST-MUMBAI,33.0,15,0.93
97325,CST-MUMBAI,THANE,33.0,15,0.93
97326,THANE,CST-MUMBAI,33.0,15,0.93
97327,CST-MUMBAI,THANE,33.0,15,0.98
97328,THANE,CST-MUMBAI,33.0,15,0.93
97329,CST-MUMBAI,THANE,33.0,15,0.93
97330,THANE,CST-MUMBAI,33.0,15,0.98
97331,CST-MUMBAI,THANE,33.0,15,0.95
97332,THANE,CST-MUMBAI,33.0,15,0.97
97333,CST-MUMBAI,THANE,33.0,15,0.93
97334,THANE,CST-MUMBAI,33.0,15,0.97
97335,CST-MUMBAI,THANE,33.0,15,0.93
97336,THANE,CST-MUMBAI,33.0,15,0.97
97337,CST-MUMBAI,THANE,33.0,15,0.95
97338,THANE,CST-MUMBAI,33.0,15,0.95
97339,CST-MUMBAI,THANE,33.0,15,0.92
97340,THANE,CST-MUMBAI,33.0,15,0.97
97341,CST-MUMBAI,THANE,33.0,15,0.92
97342,THANE,CST-MUMBAI,33.0,15,0.97
97343,CST-MUMBAI,THANE,33.0,15,0.97
97344,THANE,CST-MUMBAI,33.0,15,0.97
97345,CST-MUMBAI,THANE,33.0,15,0.95
97346,THANE,CST-MUMBAI,33.0,15,0.97
97347,CST-MUMBAI,THANE,33.0,15,1.0
97348,THANE,CST-MUMBAI,33.0,15,1.0
97349,CST-MUMBAI,THANE,33.0,15,0.93
97350,THANE,CST-MUMBAI,33.0,15,0.98
97351,CST-MUMBAI,THANE,33.0,15,0.93
97352,THANE,CST-MUMBAI,33.0,15,0.97
97353,CST-MUMBAI,THANE,33.0,15,0.92
97354,THANE,CST-MUMBAI,33.0,15,0.97
97355,CST-MUMBAI,THANE,33.0,15,0.93
97356,THANE,CST-MUMBAI,33.0,15,0.97
97357,CST-MUMBAI,THANE,33.0,15,0.93
97358,THANE,CST-MUMBAI,33.0,15,0.97
97359,CST-MUMBAI,THANE,33.0,15,0.93
97360,THANE,CST-MUMBAI,33.0,15,0.97
97361,CST-MUMBAI,THANE,33.0,15,1.0
97362,THANE,CST-MUMBAI,33.0,15,0.98
97363,CST-MUMBAI,THANE,33.0,15,0.93
97364,THANE,CST-MUMBAI,33.0,15,0.97
97365,CST-MUMBAI,THANE,33.0,15,0.93
97366,THANE,CST-MUMBAI,33.0,15,0.97
97367,CST-MUMBAI,THANE,33.0,15,0.93
97368,THANE,CST-MUMBAI,33.0,15,0.97
97369,CST-MUMBAI,THANE,33.0,15,0.92
97370,THANE,CST-MUMBAI,33.0,15,0.98
97371,CST-MUMBAI,THANE,33.0,15,0.93
97372,THANE,CST-MUMBAI,33.0,15,0.97
97373,CST-MUMBAI,THANE,33.0,15,0.95
97374,THANE,CST-MUMBAI,33.0,15,0.97
97375,DADAR,THANE,24.0,8,0.63
97376,THANE,CST-MUMBAI,33.0,15,0.97
97377,CST-MUMBAI,THANE,33.0,15,0.93
97378,THANE,CST-MUMBAI,33.0,15,0.98
97379,CST-MUMBAI,THANE,33.0,15,0.93
97380,THANE,CST-MUMBAI,33.0,15,0.97
97381,CST-MUMBAI,THANE,33.0,15,0.93
97382,THANE,CST-MUMBAI,33.0,15,0.95
97383,CST-MUMBAI,THANE,33.0,15,0.95
97384,THANE,DADAR,24.0,8,0.63
97385,CST-MUMBAI,THANE,33.0,15,0.93
97386,THANE,CST-MUMBAI,33.0,15,0.97
97387,CST-MUMBAI,THANE,33.0,15,0.93
97388,THANE,CST-MUMBAI,33.0,15,0.95
97389,CST-MUMBAI,THANE,33.0,15,0.93
97390,THANE,CST-MUMBAI,33.0,15,0.95
97391,CST-MUMBAI,THANE,33.0,15,0.93
97392,THANE,CST-MUMBAI,33.0,15,0.95
97393,CST-MUMBAI,THANE,33.0,15,0.93
97394,THANE,CST-MUMBAI,33.0,15,0.97
97395,CST-MUMBAI,THANE,33.0,15,0.93
97396,THANE,CST-MUMBAI,33.0,15,0.95
97397,CST-MUMBAI,THANE,33.0,15,0.93
97398,THANE,CST-MUMBAI,33.0,15,0.97
97399,CST-MUMBAI,THANE,33.0,15,0.97
97400,THANE,CST-MUMBAI,33.0,15,0.92
97401,CST-MUMBAI,THANE,33.0,15,0.95
97402,THANE,CST-MUMBAI,33.0,15,0.95
97403,CST-MUMBAI,THANE,33.0,15,0.93
97404,THANE,CST-MUMBAI,33.0,15,0.98
97405,CST-MUMBAI,THANE,33.0,15,0.93
97406,THANE,DADAR,24.0,8,0.63
97407,CST-MUMBAI,THANE,33.0,15,0.93
97408,THANE,CST-MUMBAI,33.0,15,0.97
97409,DADAR,THANE,24.0,8,0.65
97410,THANE,DADAR,24.0,8,0.67
97411,CST-MUMBAI,THANE,33.0,15,0.92
97412,THANE,CST-MUMBAI,33.0,15,0.98
97413,CST-MUMBAI,THANE,33.0,15,0.95
97414,THANE,CST-MUMBAI,33.0,15,0.97
97415,DADAR,THANE,24.0,8,0.63
97416,THANE,CST-MUMBAI,33.0,15,0.98
97417,CST-MUMBAI,THANE,33.0,15,0.93
97418,THANE,CST-MUMBAI,33.0,15,0.95
97419,CST-MUMBAI,THANE,33.0,15,0.93
97420,THANE,DADAR,24.0,8,0.65
97421,CST-MUMBAI,THANE,33.0,15,0.93
97422,THANE,CST-MUMBAI,33.0,15,0.97
97423,CST-MUMBAI,THANE,33.0,15,0.92
97424,THANE,DADAR,24.0,8,0.63
97425,CST-MUMBAI,THANE,33.0,15,0.92
97426,THANE,CST-MUMBAI,33.0,15,0.97
97427,CST-MUMBAI,THANE,33.0,15,0.92
97428,THANE,CST-MUMBAI,33.0,15,0.97
97429,DADAR,THANE,24.0,8,0.65
97430,THANE,DADAR,24.0,8,0.65
97431,CST-MUMBAI,THANE,33.0,15,0.92
97432,THANE,CST-MUMBAI,33.0,15,0.97
97433,CST-MUMBAI,THANE,33.0,15,0.93
97434,THANE,CST-MUMBAI,33.0,15,1.0
97435,CST-MUMBAI,THANE,33.0,15,0.92
97436,THANE,CST-MUMBAI,33.0,15,0.97
97437,CST-MUMBAI,THANE,33.0,15,0.93
97438,THANE,CST-MUMBAI,33.0,15,0.97
97439,CST-MUMBAI,THANE,33.0,15,0.93
97440,THANE,CST-MUMBAI,33.0,15,0.98
97441,CST-MUMBAI,THANE,33.0,15,0.92
97442,THANE,DADAR,24.0,8,0.65
97444,THANE,CST-MUMBAI,33.0,14,0.98
97445,CST-MUMBAI,THANE,33.0,14,0.93
97446,THANE,CST-MUMBAI,33.0,14,0.97
97501,CST-MUMBAI,GHAT KOPAR,19.0,10,0.57
97502,GHAT KOPAR,CST-MUMBAI,19.0,10,0.62
97503,CST-MUMBAI,GHAT KOPAR,19.0,10,0.57
97504,GHAT KOPAR,CST-MUMBAI,19.0,10,0.62
97601,CST-MUMBAI,KURLA,15.0,8,0.47
97602,KURLA,CST-MUMBAI,15.0,8,0.5
97603,CST-MUMBAI,KURLA,15.0,8,0.47
97604,KURLA,CST-MUMBAI,15.0,8,0.5
97605,CST-MUMBAI,KURLA,15.0,8,0.47
97606,KURLA,CST-MUMBAI,15.0,8,0.5
97607,CST-MUMBAI,KURLA,15.0,8,0.47
97608,KURLA,CST-MUMBAI,15.0,8,0.5
97609,CST-MUMBAI,KURLA,15.0,8,0.5
97610,KURLA,CST-MUMBAI,15.0,8,0.5
97611,CST-MUMBAI,KURLA,15.0,8,0.47
97612,KURLA,CST-MUMBAI,15.0,8,0.52
97613,CST-MUMBAI,KURLA,15.0,8,0.47
97614,KURLA,CST-MUMBAI,15.0,8,0.52
97615,CST-MUMBAI,KURLA,15.0,8,0.52
97616,KURLA,CST-MUMBAI,15.0,8,0.5
97617,CST-MUMBAI,KURLA,15.0,8,0.48
97618,KURLA,CST-MUMBAI,15.0,8,0.5
97619,CST-MUMBAI,KURLA,15.0,8,0.5
97620,KURLA,CST-MUMBAI,15.0,8,0.5
97621,CST-MUMBAI,KURLA,15.0,8,0.47
97622,KURLA,CST-MUMBAI,15.0,8,0.5
97623,CST-MUMBAI,KURLA,15.0,8,0.47
97624,KURLA,CST-MUMBAI,15.0,8,0.48
97625,CST-MUMBAI,KURLA,15.0,8,0.47
97626,KURLA,CST-MUMBAI,15.0,8,0.5
97627,CST-MUMBAI,KURLA,15.0,8,0.47
97628,KURLA,CST-MUMBAI,15.0,8,0.5
97629,CST-MUMBAI,KURLA,15.0,8,0.47
97630,KURLA,CST-MUMBAI,15.0,8,0.5
97631,CST-MUMBAI,KURLA,15.0,8,0.47
97632,KURLA,CST-MUMBAI,15.0,8,0.5
97633,CST-MUMBAI,KURLA,15.0,8,0.48
97634,KURLA,CST-MUMBAI,15.0,8,0.52
97635,CST-MUMBAI,KURLA,15.0,8,0.47
97636,KURLA,CST-MUMBAI,15.0,8,0.5
97637,CST-MUMBAI,KURLA,15.0,8,0.48
97638,KURLA,CST-MUMBAI,15.0,8,0.5
97639,CST-MUMBAI,KURLA,15.0,8,0.47
97640,KURLA,CST-MUMBAI,15.0,8,0.52
97641,CST-MUMBAI,KURLA,15.0,8,0.47
97642,KURLA,CST-MUMBAI,15.0,8,0.52
97643,CST-MUMBAI,KURLA,15.0,8,0.47
97644,KURLA,CST-MUMBAI,15.0,8,0.5
97645,CST-MUMBAI,KURLA,15.0,8,0.48
97646,KURLA,CST-MUMBAI,15.0,8,0.5
97647,CST-MUMBAI,KURLA,15.0,8,0.48
97648,KURLA,CST-MUMBAI,15.0,8,0.5
97649,CST-MUMBAI,KURLA,15.0,8,0.48
97651,CST-MUMBAI,KURLA,15.0,8,0.48
97653,CST-MUMBAI,KURLA,15.0,8,0.48
97655,CST-MUMBAI,KURLA,15.0,8,0.48
98000,PANVEL,CST-MUMBAI,49.0,0,1.28
98001,CST-MUMBAI,PANVEL,49.0,0,1.28
98002,PANVEL,CST-MUMBAI,49.0,0,1.28
98003,CST-MUMBAI,PANVEL,49.0,0,1.28
98004,PANVEL,CST-MUMBAI,49.0,0,1.28
98005,CST-MUMBAI,PANVEL,49.0,0,1.28
98006,PANVEL,CST-MUMBAI,49.0,0,1.28
98007,CST-MUMBAI,PANVEL,49.0,0,1.28
98008,PANVEL,CST-MUMBAI,49.0,0,1.28
98009,CST-MUMBAI,PANVEL,49.0,0,1.28
98010,PANVEL,CST-MUMBAI,49.0,0,1.28
98011,CST-MUMBAI,PANVEL,49.0,0,1.28
98012,PANVEL,CST-MUMBAI,49.0,0,1.28
98013,VASHI,PANVEL,20.0,0,0.52
98014,PANVEL,CST-MUMBAI,49.0,0,1.28
