,count,mean,min,max
,Number_of_Stops,Number_of_Stops,Number_of_Stops,Number_of_Stops
Train_No,,,,
22122,1,9.0,9,9
22123,1,8.0,8,8
22124,1,8.0,8,8
22125,1,8.0,8,8
22126,1,8.0,8,8
22127,1,19.0,19,19
22128,1,19.0,19,19
22131,1,17.0,17,17
22132,1,17.0,17,17
22133,1,11.0,11,11
22134,1,11.0,11,11
22135,1,14.0,14,14
22136,1,14.0,14,14
22137,1,12.0,12,12
22138,1,12.0,12,12
22140,1,6.0,6,6
22143,1,15.0,15,15
22144,1,15.0,15,15
22145,1,7.0,7,7
22146,1,7.0,7,7
22147,1,6.0,6,6
22148,1,6.0,6,6
22149,1,16.0,16,16
22150,1,16.0,16,16
22151,1,17.0,17,17
22152,1,17.0,17,17
22161,1,9.0,9,9
22162,1,9.0,9,9
22163,1,7.0,7,7
22164,1,7.0,7,7
22165,1,9.0,9,9
22166,1,9.0,9,9
22168,1,9.0,9,9
22181,1,13.0,13,13
22182,1,13.0,13,13
22187,1,8.0,8,8
22188,1,8.0,8,8
22189,1,9.0,9,9
22190,1,9.0,9,9
22191,1,17.0,17,17
22192,1,17.0,17,17
22201,1,1.0,1,1
22202,1,1.0,1,1
22203,1,1.0,1,1
22204,1,1.0,1,1
22205,1,1.0,1,1
22206,1,1.0,1,1
22207,1,9.0,9,9
22208,1,9.0,9,9
22209,1,3.0,3,3
22210,1,3.0,3,3
22213,1,2.0,2,2
22214,1,2.0,2,2
22307,1,3.0,3,3
22308,1,3.0,3,3
22309,1,6.0,6,6
22310,1,6.0,6,6
22321,1,8.0,8,8
22322,1,8.0,8,8
22323,1,7.0,7,7
22324,1,7.0,7,7
22351,1,26.0,26,26
22352,1,26.0,26,26
22356,1,14.0,14,14
22387,1,14.0,14,14
22388,1,14.0,14,14
22401,1,6.0,6,6
22402,1,6.0,6,6
22403,1,13.0,13,13
22404,1,13.0,13,13
22405,1,20.0,20,20
22406,1,20.0,20,20
22407,1,7.0,7,7
22408,1,7.0,7,7
22409,1,8.0,8,8
22410,1,8.0,8,8
22411,1,14.0,14,14
22412,1,14.0,14,14
22413,1,8.0,8,8
22414,1,8.0,8,8
22415,1,19.0,19,19
22416,1,19.0,19,19
22417,1,7.0,7,7
22418,1,7.0,7,7
22419,1,10.0,10,10
22420,1,10.0,10,10
22421,1,20.0,20,20
22422,1,20.0,20,20
22423,1,14.0,14,14
22424,1,14.0,14,14
22427,1,9.0,9,9
22428,1,9.0,9,9
22429,1,13.0,13,13
22430,1,15.0,15,15
22431,1,16.0,16,16
22432,1,16.0,16,16
22433,1,9.0,9,9
22434,1,8.0,8,8
22439,1,3.0,3,3
22441,1,7.0,7,7
22442,1,7.0,7,7
22443,1,20.0,20,20
22444,1,20.0,20,20
22445,1,12.0,12,12
22446,1,12.0,12,12
22447,1,0.0,0,0
22448,1,0.0,0,0
22451,1,22.0,22,22
22452,1,22.0,22,22
22453,1,8.0,8,8
22454,1,8.0,8,8
22455,1,13.0,13,13
22456,1,13.0,13,13
22457,1,24.0,24,24
22458,1,24.0,24,24
22461,1,6.0,6,6
22462,1,6.0,6,6
22463,1,2.0,2,2
22464,1,2.0,2,2
22471,1,12.0,12,12
22472,1,12.0,12,12
22473,1,21.0,21,21
22474,1,21.0,21,21
22475,1,32.0,32,32
22476,1,32.0,32,32
22477,1,10.0,10,10
22478,1,10.0,10,10
22481,1,17.0,17,17
22482,1,17.0,17,17
22483,1,12.0,12,12
22484,1,12.0,12,12
22487,1,5.0,5,5
22488,1,5.0,5,5
22497,1,35.0,35,35
22501,1,39.0,39,39
22502,1,37.0,37,37
22511,1,25.0,25,25
22512,1,25.0,25,25
22531,1,20.0,20,20
22532,1,20.0,20,20
22601,1,21.0,21,21
22602,1,22.0,22,22
22603,1,18.0,18,18
22604,1,18.0,18,18
22605,1,28.0,28,28
22606,1,28.0,28,28
22607,1,12.0,12,12
22608,1,12.0,12,12
22609,1,12.0,12,12
22610,1,12.0,12,12
22611,1,20.0,20,20
22612,1,20.0,20,20
22613,1,13.0,13,13
22614,1,13.0,13,13
22615,1,6.0,6,6
22616,1,6.0,6,6
22617,1,7.0,7,7
22618,1,7.0,7,7
22619,1,28.0,28,28
22620,1,28.0,28,28
22621,1,10.0,10,10
22622,1,10.0,10,10
22623,1,9.0,9,9
22624,1,9.0,9,9
22625,1,9.0,9,9
22626,1,10.0,10,10
22627,1,11.0,11,11
22628,1,11.0,11,11
22629,1,24.0,24,24
22630,1,24.0,24,24
22631,1,30.0,30,30
22632,1,30.0,30,30
22633,1,27.0,27,27
22634,1,27.0,27,27
22635,1,8.0,8,8
22636,1,8.0,8,8
22637,1,29.0,29,29
22638,1,30.0,30,30
22639,1,23.0,23,23
22640,1,24.0,24,24
22641,1,35.0,35,35
22642,1,35.0,35,35
22643,1,42.0,42,42
22644,1,40.0,40,40
22645,1,50.0,50,50
22646,1,49.0,49,49
22647,1,53.0,53,53
22648,1,53.0,53,53
22649,1,16.0,16,16
22650,1,16.0,16,16
22651,1,17.0,17,17
22652,1,18.0,18,18
22653,1,26.0,26,26
22654,1,26.0,26,26
22655,1,26.0,26,26
22656,1,26.0,26,26
22659,1,24.0,24,24
22660,1,25.0,25,25
22661,1,17.0,17,17
22662,1,18.0,18,18
22663,1,25.0,25,25
22664,1,25.0,25,25
22667,1,12.0,12,12
22668,1,12.0,12,12
22669,1,2.0,2,2
22670,1,2.0,2,2
22677,1,11.0,11,11
22678,1,11.0,11,11
22679,1,8.0,8,8
22680,1,8.0,8,8
22681,1,10.0,10,10
22682,1,9.0,9,9
22683,1,28.0,28,28
22684,1,29.0,29,29
22685,1,16.0,16,16
22686,1,16.0,16,16
22687,1,2.0,2,2
22688,1,2.0,2,2
22691,1,13.0,13,13
22692,1,13.0,13,13
22697,1,16.0,16,16
22698,1,15.0,15,15
22705,1,12.0,12,12
22706,1,12.0,12,12
22707,1,16.0,16,16
22708,1,16.0,16,16
22801,1,14.0,14,14
22803,1,9.0,9,9
22804,1,9.0,9,9
22805,1,16.0,16,16
22806,1,16.0,16,16
22807,1,16.0,16,16
22808,1,16.0,16,16
22809,1,15.0,15,15
22810,1,15.0,15,15
22811,1,12.0,12,12
22812,1,12.0,12,12
22813,1,10.0,10,10
22814,1,10.0,10,10
22815,1,21.0,21,21
22816,1,21.0,21,21
22817,1,19.0,19,19
22818,1,21.0,21,21
22819,1,25.0,25,25
22821,1,9.0,9,9
22822,1,9.0,9,9
22823,1,11.0,11,11
22824,1,11.0,11,11
22825,1,22.0,22,22
22826,1,22.0,22,22
22827,1,16.0,16,16
22828,1,16.0,16,16
22829,1,29.0,29,29
22830,1,29.0,29,29
22831,1,17.0,17,17
22832,1,17.0,17,17
22833,1,17.0,17,17
22834,1,17.0,17,17
22835,1,9.0,9,9
22836,1,9.0,9,9
22837,1,26.0,26,26
22838,1,25.0,25,25
22839,1,10.0,10,10
22840,1,10.0,10,10
22843,1,20.0,20,20
22844,1,20.0,20,20
22845,1,17.0,17,17
22846,1,17.0,17,17
22847,1,21.0,21,21
22848,1,22.0,22,22
22849,1,18.0,18,18
22850,1,18.0,18,18
22851,1,38.0,38,38
22852,1,38.0,38,38
22853,1,14.0,14,14
22854,1,14.0,14,14
22855,1,16.0,16,16
22856,1,16.0,16,16
22857,1,9.0,9,9
22858,1,9.0,9,9
22859,1,19.0,19,19
22860,1,19.0,19,19
22861,1,8.0,8,8
22862,1,8.0,8,8
22863,1,10.0,10,10
22864,1,10.0,10,10
22865,1,16.0,16,16
22866,1,16.0,16,16
22867,1,14.0,14,14
22868,1,14.0,14,14
22869,1,11.0,11,11
22870,1,11.0,11,11
22871,1,17.0,17,17
22872,1,17.0,17,17
22873,1,15.0,15,15
22874,1,14.0,14,14
22875,1,12.0,12,12
22876,1,12.0,12,12
22877,1,22.0,22,22
22878,1,22.0,22,22
22879,1,19.0,19,19
22880,1,19.0,19,19
22881,1,12.0,12,12
22882,1,12.0,12,12
22883,1,25.0,25,25
22884,1,26.0,26,26
22885,1,12.0,12,12
22886,1,12.0,12,12
22887,1,17.0,17,17
22888,1,18.0,18,18
22889,1,11.0,11,11
22890,1,11.0,11,11
22891,1,12.0,12,12
22892,1,13.0,13,13
22893,1,14.0,14,14
22894,1,14.0,14,14
22897,1,7.0,7,7
22898,1,7.0,7,7
22901,1,14.0,14,14
22902,1,14.0,14,14
22903,1,6.0,6,6
22904,1,6.0,6,6
22905,1,3.0,3,3
22906,1,3.0,3,3
22907,1,16.0,16,16
22908,1,16.0,16,16
22909,1,22.0,22,22
22910,1,22.0,22,22
22911,1,32.0,32,32
22912,1,32.0,32,32
22914,1,11.0,11,11
22915,1,28.0,28,28
22916,1,28.0,28,28
22917,1,24.0,24,24
22918,1,24.0,24,24
22919,1,10.0,10,10
22920,1,10.0,10,10
22925,1,1.0,1,1
22926,1,1.0,1,1
22927,1,20.0,20,20
22928,1,15.0,15,15
22929,1,12.0,12,12
22930,1,12.0,12,12
22931,1,25.0,25,25
22932,1,25.0,25,25
22933,1,13.0,13,13
22934,1,13.0,13,13
22935,1,10.0,10,10
22936,1,10.0,10,10
22937,1,21.0,21,21
22938,1,21.0,21,21
22939,1,21.0,21,21
22940,1,21.0,21,21
22941,1,14.0,14,14
22942,1,14.0,14,14
22943,1,15.0,15,15
22944,1,15.0,15,15
22945,1,28.0,28,28
22946,1,29.0,29,29
22949,1,25.0,25,25
22951,1,13.0,13,13
22952,1,13.0,13,13
22953,1,25.0,25,25
22954,1,25.0,25,25
22955,1,20.0,20,20
22956,1,20.0,20,20
22957,1,14.0,14,14
22959,1,19.0,19,19
22960,1,19.0,19,19
22961,1,16.0,16,16
22962,1,16.0,16,16
22963,1,16.0,16,16
22964,1,16.0,16,16
22965,1,8.0,8,8
22966,1,8.0,8,8
22967,1,18.0,18,18
22968,1,18.0,18,18
22969,1,21.0,21,21
22970,1,21.0,21,21
22971,1,12.0,12,12
22972,1,12.0,12,12
22973,1,36.0,36,36
22974,1,36.0,36,36
22981,1,26.0,26,26
22982,1,26.0,26,26
22983,1,12.0,12,12
22989,1,14.0,14,14
22990,1,14.0,14,14
22991,1,10.0,10,10
22992,1,10.0,10,10
22993,1,13.0,13,13
22994,1,13.0,13,13
22995,1,2.0,2,2
22996,1,2.0,2,2
23141,1,1.0,1,1
23142,1,1.0,1,1
23225,1,9.0,9,9
23226,1,9.0,9,9
23345,1,4.0,4,4
23346,1,4.0,4,4
23347,1,9.0,9,9
23348,1,9.0,9,9
24041,1,1.0,1,1
24042,1,1.0,1,1
24227,1,13.0,13,13
24228,1,13.0,13,13
24369,1,36.0,36,36
24370,1,36.0,36,36
24887,1,4.0,4,4
24888,1,4.0,4,4
25013,1,1.0,1,1
25014,1,1.0,1,1
25035,1,1.0,1,1
25036,1,1.0,1,1
25201,1,4.0,4,4
25202,1,4.0,4,4
25631,1,2.0,2,2
25632,1,2.0,2,2
25657,1,35.0,35,35
25658,1,35.0,35,35
28181,1,12.0,12,12
28182,1,12.0,12,12
29019,1,6.0,6,6
29020,1,6.0,6,6
30111,1,21.0,21,21
30112,1,17.0,17,17
30116,1,12.0,12,12
30121,1,24.0,24,24
30122,1,27.0,27,27
30123,1,23.0,23,23
30128,1,30.0,30,30
30135,1,32.0,32,32
30142,1,40.0,40,40
30145,1,32.0,32,32
30152,1,19.0,19,19
30154,1,19.0,19,19
30211,1,6.0,6,6
30311,1,16.0,16,16
30312,1,19.0,19,19
30313,1,19.0,19,19
30314,1,21.0,21,21
30317,1,21.0,21,21
30321,1,33.0,33,33
30322,1,32.0,32,32
30324,1,34.0,34,34
30331,1,25.0,25,25
30332,1,25.0,25,25
30333,1,25.0,25,25
30342,1,26.0,26,26
30344,1,32.0,32,32
30346,1,32.0,32,32
30351,1,15.0,15,15
30353,1,17.0,17,17
30357,1,13.0,13,13
30358,1,13.0,13,13
30361,1,29.0,29,29
30411,1,9.0,9,9
30412,1,9.0,9,9
30413,1,9.0,9,9
30414,1,9.0,9,9
30416,1,9.0,9,9
30451,1,9.0,9,9
30452,1,14.0,14,14
30511,1,12.0,12,12
30552,1,15.0,15,15
30612,1,22.0,22,22
30711,1,24.0,24,24
30712,1,24.0,24,24
31051,1,24.0,24,24
31053,1,24.0,24,24
31055,1,24.0,24,24
31111,1,37.0,37,37
31112,1,35.0,35,35
31151,1,33.0,33,33
31152,1,33.0,33,33
31191,1,5.0,5,5
31192,1,5.0,5,5
31211,1,7.0,7,7
31212,1,7.0,7,7
31213,1,2.0,2,2
31214,1,3.0,3,3
31215,1,3.0,3,3
31216,1,7.0,7,7
31217,1,7.0,7,7
31218,1,5.0,5,5
31219,1,7.0,7,7
31220,1,7.0,7,7
31221,1,7.0,7,7
31222,1,7.0,7,7
31223,1,7.0,7,7
31224,1,7.0,7,7
31225,1,7.0,7,7
31226,1,7.0,7,7
31227,1,7.0,7,7
31228,1,7.0,7,7
31229,1,7.0,7,7
31230,1,7.0,7,7
31231,1,7.0,7,7
31232,1,7.0,7,7
31233,1,7.0,7,7
31234,1,7.0,7,7
31235,1,7.0,7,7
31236,1,7.0,7,7
31237,1,7.0,7,7
31238,1,7.0,7,7
31239,1,7.0,7,7
31240,1,7.0,7,7
31241,1,7.0,7,7
31261,1,7.0,7,7
31311,1,19.0,19,19
31312,1,19.0,19,19
31313,1,19.0,19,19
31314,1,19.0,19,19
31315,1,19.0,19,19
31316,1,19.0,19,19
31317,1,19.0,19,19
31318,1,19.0,19,19
31319,1,19.0,19,19
31320,1,10.0,10,10
31321,1,19.0,19,19
31322,1,19.0,19,19
31323,1,19.0,19,19
31324,1,19.0,19,19
31325,1,19.0,19,19
31326,1,19.0,19,19
31327,1,19.0,19,19
31328,1,19.0,19,19
31329,1,19.0,19,19
31330,1,19.0,19,19
31331,1,19.0,19,19
31332,1,19.0,19,19
31333,1,19.0,19,19
31334,1,19.0,19,19
31335,1,19.0,19,19
31336,1,19.0,19,19
31337,1,11.0,11,11
31338,1,19.0,19,19
31339,1,19.0,19,19
31411,1,7.0,7,7
31412,1,13.0,13,13
31413,1,13.0,13,13
31414,1,13.0,13,13
31415,1,13.0,13,13
31416,1,13.0,13,13
31417,1,13.0,13,13
31418,1,13.0,13,13
31420,1,13.0,13,13
31421,1,13.0,13,13
31422,1,13.0,13,13
31423,1,13.0,13,13
31424,1,13.0,13,13
31425,1,13.0,13,13
31426,1,13.0,13,13
31427,1,13.0,13,13
31428,1,13.0,13,13
31429,1,13.0,13,13
31430,1,13.0,13,13
31431,1,13.0,13,13
31432,1,13.0,13,13
31433,1,13.0,13,13
31434,1,13.0,13,13
31435,1,13.0,13,13
31436,1,13.0,13,13
31437,1,13.0,13,13
31438,1,13.0,13,13
31439,1,13.0,13,13
31440,1,13.0,13,13
31441,1,13.0,13,13
31442,1,13.0,13,13
31443,1,13.0,13,13
31444,1,13.0,13,13
31445,1,13.0,13,13
31446,1,13.0,13,13
31447,1,13.0,13,13
31448,1,13.0,13,13
31449,1,13.0,13,13
31450,1,13.0,13,13
31451,1,13.0,13,13
31471,1,13.0,13,13
31511,1,27.0,27,27
31512,1,26.0,26,26
31513,1,26.0,26,26
31514,1,27.0,27,27
31515,1,27.0,27,27
31516,1,27.0,27,27
31517,1,27.0,27,27
31518,1,23.0,23,23
31519,1,25.0,25,25
31520,1,26.0,26,26
31521,1,27.0,27,27
31522,1,27.0,27,27
31523,1,25.0,25,25
31524,1,26.0,26,26
31525,1,26.0,26,26
31526,1,27.0,27,27
31527,1,27.0,27,27
31528,1,25.0,25,25
31529,1,27.0,27,27
31530,1,27.0,27,27
31531,1,21.0,21,21
31532,1,27.0,27,27
31533,1,25.0,25,25
31534,1,22.0,22,22
31535,1,25.0,25,25
31536,1,24.0,24,24
31537,1,26.0,26,26
31538,1,26.0,26,26
31539,1,26.0,26,26
31540,1,25.0,25,25
31541,1,26.0,26,26
31542,1,25.0,25,25
31571,1,4.0,4,4
31584,1,0.0,0,0
31585,1,0.0,0,0
31586,1,0.0,0,0
31601,1,22.0,22,22
31602,1,22.0,22,22
31611,1,21.0,21,21
31612,1,22.0,22,22
31613,1,22.0,22,22
31614,1,22.0,22,22
31615,1,22.0,22,22
31616,1,22.0,22,22
31617,1,22.0,22,22
31618,1,9.0,9,9
31619,1,10.0,10,10
31620,1,18.0,18,18
31621,1,22.0,22,22
31622,1,22.0,22,22
31623,1,21.0,21,21
31624,1,22.0,22,22
31625,1,14.0,14,14
31626,1,8.0,8,8
31627,1,22.0,22,22
31628,1,19.0,19,19
31629,1,22.0,22,22
31630,1,21.0,21,21
31631,1,22.0,22,22
31632,1,22.0,22,22
31633,1,22.0,22,22
31634,1,22.0,22,22
31636,1,21.0,21,21
31711,1,8.0,8,8
31712,1,7.0,7,7
31713,1,4.0,4,4
31714,1,4.0,4,4
31721,1,4.0,4,4
31722,1,4.0,4,4
31723,1,4.0,4,4
31724,1,3.0,3,3
31725,1,5.0,5,5
31726,1,5.0,5,5
31741,1,11.0,11,11
31742,1,11.0,11,11
31743,1,8.0,8,8
31744,1,11.0,11,11
31745,1,11.0,11,11
31746,1,11.0,11,11
31747,1,11.0,11,11
31748,1,11.0,11,11
31749,1,11.0,11,11
31750,1,11.0,11,11
31751,1,11.0,11,11
31752,1,11.0,11,11
31753,1,11.0,11,11
31754,1,11.0,11,11
31755,1,11.0,11,11
31756,1,11.0,11,11
31757,1,11.0,11,11
31758,1,11.0,11,11
31765,1,23.0,23,23
31766,1,23.0,23,23
31767,1,27.0,27,27
31768,1,25.0,25,25
31770,1,27.0,27,27
31771,1,26.0,26,26
31772,1,27.0,27,27
31781,1,4.0,4,4
31782,1,4.0,4,4
31783,1,3.0,3,3
31784,1,3.0,3,3
31786,1,3.0,3,3
31801,1,27.0,27,27
31802,1,27.0,27,27
31811,1,27.0,27,27
31812,1,27.0,27,27
31813,1,28.0,28,28
31814,1,20.0,20,20
31815,1,27.0,27,27
31816,1,27.0,27,27
31817,1,28.0,28,28
31818,1,23.0,23,23
31819,1,19.0,19,19
31820,1,27.0,27,27
31821,1,27.0,27,27
31822,1,27.0,27,27
31823,1,26.0,26,26
31824,1,26.0,26,26
31825,1,28.0,28,28
31826,1,18.0,18,18
31827,1,28.0,28,28
31828,1,27.0,27,27
31829,1,21.0,21,21
31830,1,24.0,24,24
31831,1,14.0,14,14
31832,1,26.0,26,26
31833,1,20.0,20,20
31834,1,24.0,24,24
31835,1,27.0,27,27
31836,1,27.0,27,27
31837,1,26.0,26,26
31838,1,28.0,28,28
31839,1,17.0,17,17
31840,1,14.0,14,14
31841,1,7.0,7,7
31842,1,7.0,7,7
31843,1,8.0,8,8
31844,1,8.0,8,8
31861,1,21.0,21,21
31862,1,22.0,22,22
31863,1,19.0,19,19
31864,1,18.0,18,18
31865,1,18.0,18,18
31866,1,19.0,19,19
31911,1,34.0,34,34
31912,1,34.0,34,34
31913,1,34.0,34,34
31914,1,34.0,34,34
31915,1,34.0,34,34
31916,1,28.0,28,28
31917,1,34.0,34,34
31918,1,34.0,34,34
31919,1,34.0,34,34
31920,1,33.0,33,33
31921,1,34.0,34,34
31922,1,34.0,34,34
31923,1,34.0,34,34
31924,1,33.0,33,33
31925,1,33.0,33,33
31926,1,34.0,34,34
31927,1,34.0,34,34
31928,1,29.0,29,29
31929,1,34.0,34,34
32211,1,7.0,7,7
32212,1,7.0,7,7
32213,1,7.0,7,7
32214,1,7.0,7,7
32215,1,7.0,7,7
32216,1,7.0,7,7
32217,1,7.0,7,7
32218,1,7.0,7,7
32219,1,7.0,7,7
32220,1,7.0,7,7
32221,1,7.0,7,7
32222,1,7.0,7,7
32223,1,7.0,7,7
32224,1,7.0,7,7
32225,1,7.0,7,7
32226,1,7.0,7,7
32227,1,7.0,7,7
32228,1,7.0,7,7
32229,1,7.0,7,7
32230,1,7.0,7,7
32231,1,7.0,7,7
32232,1,7.0,7,7
32233,1,7.0,7,7
32234,1,7.0,7,7
32235,1,7.0,7,7
32236,1,7.0,7,7
32237,1,7.0,7,7
32238,1,7.0,7,7
32239,1,7.0,7,7
32240,1,7.0,7,7
32241,1,7.0,7,7
32242,1,7.0,7,7
32243,1,7.0,7,7
32244,1,7.0,7,7
32245,1,7.0,7,7
32246,1,7.0,7,7
32247,1,7.0,7,7
32248,1,7.0,7,7
32249,1,7.0,7,7
32250,1,7.0,7,7
32252,1,7.0,7,7
32411,1,11.0,11,11
32412,1,11.0,11,11
32413,1,11.0,11,11
32414,1,11.0,11,11
33061,1,24.0,24,24
33212,1,1.0,1,1
33231,1,5.0,5,5
33232,1,5.0,5,5
33262,1,7.0,7,7
33271,1,16.0,16,16
33282,1,25.0,25,25
33291,1,5.0,5,5
33311,1,17.0,17,17
33312,1,17.0,17,17
33313,1,17.0,17,17
33314,1,17.0,17,17
33315,1,17.0,17,17
33316,1,17.0,17,17
33317,1,17.0,17,17
33318,1,17.0,17,17
33319,1,17.0,17,17
33320,1,17.0,17,17
33321,1,17.0,17,17
33323,1,17.0,17,17
33325,1,17.0,17,17
33351,1,5.0,5,5
33357,1,1.0,1,1
33361,1,12.0,12,12
33362,1,10.0,10,10
33363,1,10.0,10,10
33364,1,10.0,10,10
33365,1,10.0,10,10
33366,1,10.0,10,10
33367,1,11.0,11,11
33382,1,8.0,8,8
33401,1,9.0,9,9
33402,1,9.0,9,9
33411,1,2.0,2,2
33412,1,2.0,2,2
33421,1,7.0,7,7
33422,1,7.0,7,7
33431,1,9.0,9,9
33432,1,9.0,9,9
33433,1,9.0,9,9
33434,1,9.0,9,9
33435,1,9.0,9,9
33436,1,9.0,9,9
33437,1,9.0,9,9
33438,1,9.0,9,9
33439,1,9.0,9,9
33440,1,9.0,9,9
33441,1,9.0,9,9
33443,1,9.0,9,9
33445,1,9.0,9,9
33447,1,9.0,9,9
33511,1,27.0,27,27
33512,1,27.0,27,27
33513,1,27.0,27,27
33514,1,27.0,27,27
33515,1,27.0,27,27
33516,1,23.0,23,23
33517,1,27.0,27,27
33518,1,24.0,24,24
33519,1,27.0,27,27
33520,1,27.0,27,27
33521,1,27.0,27,27
33522,1,27.0,27,27
33523,1,27.0,27,27
33524,1,22.0,22,22
33525,1,27.0,27,27
33526,1,27.0,27,27
33527,1,23.0,23,23
33528,1,22.0,22,22
33529,1,23.0,23,23
33530,1,27.0,27,27
33531,1,23.0,23,23
33532,1,27.0,27,27
33533,1,27.0,27,27
33534,1,23.0,23,23
33536,1,27.0,27,27
33538,1,22.0,22,22
33611,1,11.0,11,11
33612,1,11.0,11,11
33613,1,11.0,11,11
33614,1,11.0,11,11
33615,1,11.0,11,11
33616,1,11.0,11,11
33617,1,11.0,11,11
33618,1,11.0,11,11
33619,1,11.0,11,11
33620,1,11.0,11,11
33621,1,11.0,11,11
33622,1,9.0,9,9
33623,1,11.0,11,11
33624,1,11.0,11,11
33626,1,11.0,11,11
33628,1,11.0,11,11
33630,1,11.0,11,11
33651,1,15.0,15,15
33652,1,15.0,15,15
33653,1,15.0,15,15
33654,1,15.0,15,15
33655,1,15.0,15,15
33656,1,15.0,15,15
33657,1,15.0,15,15
33658,1,15.0,15,15
33659,1,15.0,15,15
33660,1,15.0,15,15
33664,1,15.0,15,15
33666,1,15.0,15,15
33681,1,18.0,18,18
33682,1,18.0,18,18
33685,1,18.0,18,18
33686,1,18.0,18,18
33687,1,18.0,18,18
33688,1,18.0,18,18
33711,1,6.0,6,6
33712,1,6.0,6,6
33713,1,7.0,7,7
33714,1,7.0,7,7
33715,1,6.0,6,6
33716,1,6.0,6,6
33717,1,6.0,6,6
33718,1,7.0,7,7
33719,1,6.0,6,6
33720,1,6.0,6,6
33721,1,7.0,7,7
33722,1,6.0,6,6
33723,1,6.0,6,6
33724,1,6.0,6,6
33725,1,6.0,6,6
33726,1,7.0,7,7
33727,1,6.0,6,6
33728,1,6.0,6,6
33729,1,7.0,7,7
33730,1,7.0,7,7
33731,1,6.0,6,6
33732,1,6.0,6,6
33733,1,7.0,7,7
33734,1,6.0,6,6
33735,1,7.0,7,7
33736,1,7.0,7,7
33737,1,6.0,6,6
33738,1,6.0,6,6
33739,1,7.0,7,7
33751,1,10.0,10,10
33752,1,10.0,10,10
33801,1,22.0,22,22
33802,1,22.0,22,22
33811,1,15.0,15,15
33812,1,21.0,21,21
33813,1,21.0,21,21
33814,1,19.0,19,19
33815,1,22.0,22,22
33816,1,20.0,20,20
33817,1,19.0,19,19
33818,1,22.0,22,22
33819,1,21.0,21,21
33820,1,20.0,20,20
33821,1,22.0,22,22
33822,1,22.0,22,22
33823,1,22.0,22,22
33824,1,22.0,22,22
33825,1,21.0,21,21
33826,1,22.0,22,22
33827,1,22.0,22,22
33828,1,22.0,22,22
33829,1,22.0,22,22
33830,1,22.0,22,22
33831,1,22.0,22,22
33832,1,21.0,21,21
33833,1,21.0,21,21
33834,1,22.0,22,22
33835,1,22.0,22,22
33836,1,21.0,21,21
33837,1,22.0,22,22
33838,1,22.0,22,22
33839,1,22.0,22,22
33840,1,22.0,22,22
33841,1,22.0,22,22
33842,1,22.0,22,22
33843,1,22.0,22,22
33844,1,21.0,21,21
33845,1,22.0,22,22
33846,1,22.0,22,22
33847,1,21.0,21,21
33848,1,21.0,21,21
33849,1,22.0,22,22
33850,1,22.0,22,22
33851,1,22.0,22,22
33852,1,21.0,21,21
33853,1,22.0,22,22
33854,1,20.0,20,20
33855,1,21.0,21,21
33856,1,15.0,15,15
33857,1,21.0,21,21
33858,1,21.0,21,21
33859,1,20.0,20,20
33860,1,22.0,22,22
33861,1,21.0,21,21
33863,1,22.0,22,22
33895,1,13.0,13,13
33896,1,13.0,13,13
34052,1,24.0,24,24
34054,1,24.0,24,24
34056,1,30.0,30,30
34062,1,39.0,39,39
34111,1,9.0,9,9
34112,1,9.0,9,9
34113,1,9.0,9,9
34114,1,9.0,9,9
34115,1,9.0,9,9
34116,1,9.0,9,9
34117,1,9.0,9,9
34118,1,9.0,9,9
34119,1,9.0,9,9
34120,1,9.0,9,9
34121,1,9.0,9,9
34122,1,9.0,9,9
34123,1,9.0,9,9
34124,1,9.0,9,9
34125,1,9.0,9,9
34126,1,9.0,9,9
34127,1,9.0,9,9
34128,1,9.0,9,9
34129,1,9.0,9,9
34130,1,9.0,9,9
34131,1,9.0,9,9
34132,1,9.0,9,9
34133,1,9.0,9,9
34134,1,9.0,9,9
34135,1,9.0,9,9
34136,1,9.0,9,9
34137,1,9.0,9,9
34138,1,9.0,9,9
34139,1,9.0,9,9
34140,1,9.0,9,9
34141,1,9.0,9,9
34142,1,9.0,9,9
34143,1,9.0,9,9
34144,1,9.0,9,9
34145,1,9.0,9,9
34146,1,9.0,9,9
34147,1,9.0,9,9
34148,1,9.0,9,9
34149,1,9.0,9,9
34150,1,9.0,9,9
34151,1,9.0,9,9
34152,1,9.0,9,9
34153,1,9.0,9,9
34154,1,9.0,9,9
34155,1,9.0,9,9
34156,1,9.0,9,9
34157,1,9.0,9,9
34158,1,9.0,9,9
34159,1,9.0,9,9
34160,1,9.0,9,9
34161,1,9.0,9,9
34162,1,9.0,9,9
34163,1,9.0,9,9
34164,1,9.0,9,9
34165,1,9.0,9,9
34166,1,9.0,9,9
34311,1,2.0,2,2
34312,1,2.0,2,2
34313,1,2.0,2,2
34331,1,11.0,11,11
34332,1,11.0,11,11
34334,1,11.0,11,11
34351,1,8.0,8,8
34352,1,8.0,8,8
34353,1,7.0,7,7
34354,1,7.0,7,7
34355,1,5.0,5,5
34356,1,7.0,7,7
34358,1,7.0,7,7
34360,1,8.0,8,8
34411,1,6.0,6,6
34412,1,6.0,6,6
34413,1,6.0,6,6
34414,1,6.0,6,6
34415,1,6.0,6,6
34416,1,6.0,6,6
34417,1,6.0,6,6
34418,1,6.0,6,6
34419,1,6.0,6,6
34420,1,6.0,6,6
34421,1,6.0,6,6
