,count,mean,min,max
,Number_of_Stops,Number_of_Stops,Number_of_Stops,Number_of_Stops
Train_No,,,,
34422,1,6.0,6,6
34423,1,6.0,6,6
34424,1,6.0,6,6
34425,1,6.0,6,6
34426,1,6.0,6,6
34427,1,6.0,6,6
34428,1,6.0,6,6
34429,1,6.0,6,6
34430,1,6.0,6,6
34431,1,6.0,6,6
34432,1,6.0,6,6
34434,1,6.0,6,6
34436,1,7.0,7,7
34501,1,15.0,15,15
34502,1,15.0,15,15
34511,1,15.0,15,15
34512,1,14.0,14,14
34513,1,15.0,15,15
34514,1,15.0,15,15
34515,1,15.0,15,15
34516,1,14.0,14,14
34517,1,15.0,15,15
34518,1,15.0,15,15
34519,1,15.0,15,15
34520,1,15.0,15,15
34521,1,15.0,15,15
34522,1,15.0,15,15
34523,1,15.0,15,15
34524,1,15.0,15,15
34525,1,15.0,15,15
34526,1,15.0,15,15
34527,1,15.0,15,15
34528,1,15.0,15,15
34529,1,15.0,15,15
34530,1,15.0,15,15
34531,1,15.0,15,15
34532,1,15.0,15,15
34533,1,15.0,15,15
34534,1,15.0,15,15
34535,1,15.0,15,15
34536,1,15.0,15,15
34537,1,14.0,14,14
34538,1,15.0,15,15
34539,1,15.0,15,15
34540,1,15.0,15,15
34541,1,15.0,15,15
34542,1,15.0,15,15
34543,1,15.0,15,15
34544,1,14.0,14,14
34545,1,15.0,15,15
34546,1,15.0,15,15
34547,1,15.0,15,15
34548,1,15.0,15,15
34549,1,15.0,15,15
34550,1,15.0,15,15
34551,1,14.0,14,14
34552,1,15.0,15,15
34553,1,15.0,15,15
34554,1,15.0,15,15
34555,1,13.0,13,13
34557,1,15.0,15,15
34601,1,9.0,9,9
34602,1,9.0,9,9
34611,1,9.0,9,9
34612,1,9.0,9,9
34613,1,9.0,9,9
34614,1,9.0,9,9
34615,1,9.0,9,9
34616,1,9.0,9,9
34617,1,9.0,9,9
34618,1,9.0,9,9
34619,1,9.0,9,9
34620,1,9.0,9,9
34621,1,9.0,9,9
34622,1,9.0,9,9
34623,1,9.0,9,9
34624,1,9.0,9,9
34625,1,9.0,9,9
34626,1,8.0,8,8
34627,1,9.0,9,9
34628,1,9.0,9,9
34629,1,9.0,9,9
34630,1,9.0,9,9
34631,1,9.0,9,9
34632,1,9.0,9,9
34633,1,9.0,9,9
34634,1,9.0,9,9
34635,1,9.0,9,9
34636,1,9.0,9,9
34637,1,9.0,9,9
34638,1,9.0,9,9
34639,1,9.0,9,9
34640,1,9.0,9,9
34641,1,9.0,9,9
34642,1,9.0,9,9
34643,1,9.0,9,9
34644,1,9.0,9,9
34645,1,9.0,9,9
34646,1,9.0,9,9
34647,1,9.0,9,9
34648,1,9.0,9,9
34711,1,17.0,17,17
34712,1,17.0,17,17
34713,1,19.0,19,19
34714,1,18.0,18,18
34715,1,21.0,21,21
34716,1,19.0,19,19
34717,1,19.0,19,19
34718,1,19.0,19,19
34719,1,20.0,20,20
34720,1,21.0,21,21
34721,1,21.0,21,21
34722,1,21.0,21,21
34723,1,21.0,21,21
34724,1,21.0,21,21
34725,1,20.0,20,20
34726,1,21.0,21,21
34727,1,21.0,21,21
34728,1,19.0,19,19
34729,1,21.0,21,21
34730,1,21.0,21,21
34731,1,21.0,21,21
34732,1,21.0,21,21
34733,1,20.0,20,20
34734,1,21.0,21,21
34735,1,19.0,19,19
34736,1,21.0,21,21
34737,1,21.0,21,21
34738,1,21.0,21,21
34739,1,19.0,19,19
34740,1,21.0,21,21
34741,1,21.0,21,21
34742,1,21.0,21,21
34743,1,21.0,21,21
34744,1,21.0,21,21
34745,1,21.0,21,21
34746,1,21.0,21,21
34747,1,19.0,19,19
34748,1,19.0,19,19
34749,1,21.0,21,21
34750,1,19.0,19,19
34751,1,19.0,19,19
34752,1,19.0,19,19
34753,1,19.0,19,19
34754,1,19.0,19,19
34755,1,19.0,19,19
34757,1,19.0,19,19
34782,1,27.0,27,27
34791,1,21.0,21,21
34792,1,28.0,28,28
34793,1,28.0,28,28
34794,1,19.0,19,19
34811,1,17.0,17,17
34812,1,13.0,13,13
34813,1,22.0,22,22
34814,1,22.0,22,22
34815,1,20.0,20,20
34816,1,20.0,20,20
34817,1,22.0,22,22
34818,1,22.0,22,22
34819,1,22.0,22,22
34820,1,22.0,22,22
34821,1,22.0,22,22
34822,1,15.0,15,15
34823,1,22.0,22,22
34824,1,22.0,22,22
34825,1,22.0,22,22
34826,1,22.0,22,22
34827,1,22.0,22,22
34828,1,22.0,22,22
34829,1,15.0,15,15
34830,1,22.0,22,22
34831,1,22.0,22,22
34832,1,20.0,20,20
34833,1,20.0,20,20
34834,1,22.0,22,22
34835,1,22.0,22,22
34836,1,22.0,22,22
34837,1,22.0,22,22
34838,1,22.0,22,22
34839,1,22.0,22,22
34840,1,22.0,22,22
34841,1,22.0,22,22
34842,1,22.0,22,22
34843,1,22.0,22,22
34844,1,22.0,22,22
34845,1,22.0,22,22
34846,1,22.0,22,22
34847,1,22.0,22,22
34848,1,22.0,22,22
34849,1,20.0,20,20
34850,1,20.0,20,20
34851,1,21.0,21,21
34852,1,22.0,22,22
34853,1,22.0,22,22
34854,1,22.0,22,22
34855,1,20.0,20,20
34856,1,21.0,21,21
34857,1,19.0,19,19
34858,1,18.0,18,18
34859,1,22.0,22,22
34860,1,22.0,22,22
34881,1,15.0,15,15
34882,1,15.0,15,15
34891,1,12.0,12,12
34892,1,12.0,12,12
34898,1,14.0,14,14
34899,1,14.0,14,14
34911,1,6.0,6,6
34912,1,6.0,6,6
34913,1,6.0,6,6
34914,1,6.0,6,6
34915,1,6.0,6,6
34916,1,6.0,6,6
34917,1,6.0,6,6
34918,1,6.0,6,6
34919,1,6.0,6,6
34920,1,6.0,6,6
34921,1,6.0,6,6
34922,1,6.0,6,6
34923,1,6.0,6,6
34924,1,6.0,6,6
34925,1,6.0,6,6
34926,1,6.0,6,6
34927,1,6.0,6,6
34928,1,6.0,6,6
34929,1,6.0,6,6
34930,1,6.0,6,6
34931,1,6.0,6,6
34932,1,6.0,6,6
34933,1,6.0,6,6
34934,1,6.0,6,6
34981,1,5.0,5,5
35011,1,7.0,7,7
35012,1,7.0,7,7
35013,1,7.0,7,7
35014,1,7.0,7,7
35015,1,7.0,7,7
35016,1,7.0,7,7
35017,1,13.0,13,13
35018,1,13.0,13,13
35019,1,7.0,7,7
35020,1,7.0,7,7
35021,1,7.0,7,7
35022,1,7.0,7,7
36011,1,7.0,7,7
36012,1,7.0,7,7
36031,1,12.0,12,12
36032,1,12.0,12,12
36033,1,12.0,12,12
36034,1,12.0,12,12
36035,1,12.0,12,12
36036,1,12.0,12,12
36037,1,12.0,12,12
36038,1,12.0,12,12
36071,1,16.0,16,16
36072,1,16.0,16,16
36081,1,20.0,20,20
36082,1,22.0,22,22
36083,1,22.0,22,22
36084,1,22.0,22,22
36085,1,22.0,22,22
36086,1,22.0,22,22
36087,1,22.0,22,22
36088,1,20.0,20,20
36811,1,27.0,27,27
36812,1,23.0,23,23
36813,1,25.0,25,25
36814,1,27.0,27,27
36815,1,28.0,28,28
36816,1,26.0,26,26
36817,1,26.0,26,26
36818,1,25.0,25,25
36819,1,27.0,27,27
36820,1,27.0,27,27
36821,1,27.0,27,27
36822,1,27.0,27,27
36823,1,27.0,27,27
36824,1,26.0,26,26
36825,1,24.0,24,24
36826,1,27.0,27,27
36827,1,27.0,27,27
36828,1,27.0,27,27
36829,1,27.0,27,27
36830,1,0.0,0,0
36831,1,28.0,28,28
36832,1,27.0,27,27
36833,1,27.0,27,27
36834,1,26.0,26,26
36835,1,6.0,6,6
36836,1,27.0,27,27
36837,1,27.0,27,27
36838,1,27.0,27,27
36839,1,27.0,27,27
36840,1,27.0,27,27
36841,1,27.0,27,27
36842,1,26.0,26,26
36843,1,26.0,26,26
36844,1,28.0,28,28
36845,1,26.0,26,26
36846,1,28.0,28,28
36847,1,27.0,27,27
36848,1,27.0,27,27
36849,1,27.0,27,27
36850,1,27.0,27,27
36851,1,24.0,24,24
36852,1,27.0,27,27
36853,1,28.0,28,28
36854,1,27.0,27,27
36855,1,27.0,27,27
36856,1,27.0,27,27
36858,1,27.0,27,27
36860,1,28.0,28,28
37011,1,7.0,7,7
37012,1,7.0,7,7
37013,1,7.0,7,7
37014,1,7.0,7,7
37017,1,7.0,7,7
37018,1,7.0,7,7
37019,1,7.0,7,7
37020,1,7.0,7,7
37021,1,7.0,7,7
37022,1,7.0,7,7
37041,1,8.0,8,8
37042,1,8.0,8,8
37043,1,8.0,8,8
37044,1,8.0,8,8
37045,1,8.0,8,8
37046,1,8.0,8,8
37047,1,8.0,8,8
37048,1,8.0,8,8
37049,1,8.0,8,8
37050,1,8.0,8,8
37053,1,8.0,8,8
37054,1,8.0,8,8
37055,1,8.0,8,8
37056,1,8.0,8,8
37057,1,8.0,8,8
37058,1,8.0,8,8
37060,1,8.0,8,8
37061,1,8.0,8,8
37062,1,8.0,8,8
37063,1,8.0,8,8
37064,1,8.0,8,8
37065,1,8.0,8,8
37066,1,8.0,8,8
37067,1,8.0,8,8
37068,1,8.0,8,8
37111,1,0.0,0,0
37112,1,1.0,1,1
37113,1,0.0,0,0
37114,1,1.0,1,1
37115,1,0.0,0,0
37116,1,1.0,1,1
37117,1,0.0,0,0
37118,1,1.0,1,1
37119,1,0.0,0,0
37120,1,1.0,1,1
37121,1,0.0,0,0
37122,1,1.0,1,1
37201,1,15.0,15,15
37202,1,15.0,15,15
37211,1,15.0,15,15
37212,1,15.0,15,15
37213,1,15.0,15,15
37214,1,15.0,15,15
37215,1,15.0,15,15
37216,1,15.0,15,15
37217,1,15.0,15,15
37218,1,15.0,15,15
37219,1,15.0,15,15
37220,1,15.0,15,15
37221,1,15.0,15,15
37222,1,15.0,15,15
37223,1,15.0,15,15
37224,1,15.0,15,15
37225,1,15.0,15,15
37226,1,15.0,15,15
37227,1,15.0,15,15
37228,1,15.0,15,15
37229,1,15.0,15,15
37230,1,15.0,15,15
37231,1,15.0,15,15
37232,1,15.0,15,15
37233,1,15.0,15,15
37234,1,15.0,15,15
37235,1,15.0,15,15
37236,1,15.0,15,15
37237,1,15.0,15,15
37238,1,15.0,15,15
37239,1,15.0,15,15
37240,1,15.0,15,15
37241,1,15.0,15,15
37242,1,15.0,15,15
37243,1,15.0,15,15
37244,1,15.0,15,15
37245,1,15.0,15,15
37246,1,15.0,15,15
37247,1,15.0,15,15
37248,1,15.0,15,15
37249,1,15.0,15,15
37250,1,15.0,15,15
37251,1,15.0,15,15
37252,1,15.0,15,15
37253,1,15.0,15,15
37254,1,15.0,15,15
37255,1,15.0,15,15
37256,1,15.0,15,15
37257,1,15.0,15,15
37258,1,15.0,15,15
37259,1,15.0,15,15
37260,1,15.0,15,15
37261,1,15.0,15,15
37262,1,15.0,15,15
37263,1,15.0,15,15
37264,1,15.0,15,15
37265,1,15.0,15,15
37266,1,15.0,15,15
37267,1,15.0,15,15
37268,1,15.0,15,15
37269,1,15.0,15,15
37270,1,15.0,15,15
37271,1,15.0,15,15
37272,1,15.0,15,15
37273,1,15.0,15,15
37274,1,15.0,15,15
37275,1,15.0,15,15
37276,1,15.0,15,15
37277,1,15.0,15,15
37278,1,15.0,15,15
37279,1,15.0,15,15
37280,1,15.0,15,15
37281,1,15.0,15,15
37282,1,15.0,15,15
37283,1,15.0,15,15
37284,1,15.0,15,15
37285,1,15.0,15,15
37286,1,15.0,15,15
37287,1,15.0,15,15
37288,1,15.0,15,15
37289,1,15.0,15,15
37290,1,15.0,15,15
37291,1,15.0,15,15
37303,1,11.0,11,11
37304,1,11.0,11,11
37305,1,11.0,11,11
37306,1,11.0,11,11
37307,1,15.0,15,15
37308,1,15.0,15,15
37311,1,19.0,19,19
37312,1,19.0,19,19
37313,1,19.0,19,19
37314,1,19.0,19,19
37315,1,19.0,19,19
37316,1,19.0,19,19
37317,1,19.0,19,19
37318,1,19.0,19,19
37319,1,19.0,19,19
37320,1,18.0,18,18
37321,1,19.0,19,19
37322,1,16.0,16,16
37323,1,19.0,19,19
37324,1,19.0,19,19
37325,1,19.0,19,19
37326,1,19.0,19,19
37327,1,19.0,19,19
37328,1,19.0,19,19
37329,1,19.0,19,19
37330,1,19.0,19,19
37331,1,19.0,19,19
37332,1,19.0,19,19
37333,1,19.0,19,19
37334,1,19.0,19,19
37335,1,19.0,19,19
37336,1,19.0,19,19
37337,1,19.0,19,19
37338,1,19.0,19,19
37339,1,19.0,19,19
37340,1,19.0,19,19
37341,1,19.0,19,19
37342,1,19.0,19,19
37343,1,19.0,19,19
37344,1,19.0,19,19
37345,1,19.0,19,19
37346,1,19.0,19,19
37347,1,19.0,19,19
37348,1,19.0,19,19
37349,1,19.0,19,19
37350,1,19.0,19,19
37351,1,19.0,19,19
37352,1,19.0,19,19
37354,1,19.0,19,19
37361,1,21.0,21,21
37362,1,21.0,21,21
37363,1,21.0,21,21
37364,1,21.0,21,21
37365,1,21.0,21,21
37366,1,21.0,21,21
37367,1,21.0,21,21
37368,1,21.0,21,21
37371,1,21.0,21,21
37372,1,20.0,20,20
37373,1,21.0,21,21
37374,1,21.0,21,21
37375,1,21.0,21,21
37376,1,21.0,21,21
37378,1,21.0,21,21
37379,1,21.0,21,21
37385,1,1.0,1,1
37386,1,1.0,1,1
37387,1,3.0,3,3
37388,1,3.0,3,3
37389,1,1.0,1,1
37390,1,1.0,1,1
37391,1,3.0,3,3
37392,1,1.0,1,1
37394,1,3.0,3,3
37411,1,10.0,10,10
37412,1,10.0,10,10
37413,1,10.0,10,10
37414,1,10.0,10,10
37511,1,12.0,12,12
37512,1,12.0,12,12
37521,1,2.0,2,2
37522,1,2.0,2,2
37523,1,2.0,2,2
37524,1,2.0,2,2
37525,1,2.0,2,2
37526,1,2.0,2,2
37527,1,2.0,2,2
37528,1,2.0,2,2
37529,1,2.0,2,2
37530,1,2.0,2,2
37531,1,2.0,2,2
37532,1,2.0,2,2
37533,1,2.0,2,2
37534,1,2.0,2,2
37535,1,2.0,2,2
37536,1,2.0,2,2
37537,1,2.0,2,2
37538,1,2.0,2,2
37539,1,2.0,2,2
37540,1,2.0,2,2
37541,1,2.0,2,2
37542,1,2.0,2,2
37543,1,2.0,2,2
37544,1,2.0,2,2
37545,1,2.0,2,2
37546,1,2.0,2,2
37547,1,2.0,2,2
37548,1,2.0,2,2
37549,1,2.0,2,2
37550,1,2.0,2,2
37551,1,2.0,2,2
37552,1,2.0,2,2
37553,1,2.0,2,2
37554,1,2.0,2,2
37555,1,2.0,2,2
37556,1,2.0,2,2
37557,1,2.0,2,2
37558,1,2.0,2,2
37611,1,18.0,18,18
37612,1,13.0,13,13
37614,1,18.0,18,18
37651,1,16.0,16,16
37652,1,16.0,16,16
37653,1,26.0,26,26
37654,1,26.0,26,26
37655,1,26.0,26,26
37656,1,26.0,26,26
37657,1,26.0,26,26
37658,1,26.0,26,26
37711,1,4.0,4,4
37731,1,10.0,10,10
37732,1,10.0,10,10
37741,1,25.0,25,25
37742,1,23.0,23,23
37743,1,22.0,22,22
37744,1,26.0,26,26
37745,1,24.0,24,24
37746,1,25.0,25,25
37747,1,25.0,25,25
37748,1,26.0,26,26
37750,1,26.0,26,26
37751,1,26.0,26,26
37752,1,26.0,26,26
37753,1,26.0,26,26
37754,1,23.0,23,23
37756,1,26.0,26,26
37757,1,22.0,22,22
37758,1,23.0,23,23
37781,1,16.0,16,16
37782,1,16.0,16,16
37783,1,16.0,16,16
37784,1,16.0,16,16
37785,1,16.0,16,16
37786,1,16.0,16,16
37811,1,32.0,32,32
37812,1,30.0,30,30
37813,1,32.0,32,32
37814,1,32.0,32,32
37815,1,25.0,25,25
37816,1,32.0,32,32
37817,1,32.0,32,32
37818,1,32.0,32,32
37819,1,32.0,32,32
37820,1,32.0,32,32
37821,1,32.0,32,32
37822,1,1.0,1,1
37823,1,32.0,32,32
37824,1,26.0,26,26
37825,1,32.0,32,32
37826,1,20.0,20,20
37827,1,32.0,32,32
37828,1,25.0,25,25
37829,1,32.0,32,32
37830,1,25.0,25,25
37831,1,28.0,28,28
37832,1,32.0,32,32
37833,1,31.0,31,31
37834,1,32.0,32,32
37835,1,19.0,19,19
37836,1,32.0,32,32
37837,1,25.0,25,25
37838,1,32.0,32,32
37839,1,27.0,27,27
37840,1,32.0,32,32
37841,1,20.0,20,20
37842,1,32.0,32,32
37843,1,1.0,1,1
37844,1,20.0,20,20
37845,1,28.0,28,28
37846,1,31.0,31,31
37847,1,25.0,25,25
37848,1,32.0,32,32
37849,1,9.0,9,9
37850,1,32.0,32,32
37851,1,32.0,32,32
37852,1,32.0,32,32
37853,1,28.0,28,28
37854,1,32.0,32,32
37855,1,32.0,32,32
37857,1,32.0,32,32
37911,1,42.0,42,42
37912,1,39.0,39,39
37913,1,42.0,42,42
37914,1,27.0,27,27
37915,1,28.0,28,28
37916,1,29.0,29,29
37917,1,42.0,42,42
37918,1,42.0,42,42
37919,1,31.0,31,31
37920,1,28.0,28,28
37921,1,37.0,37,37
37922,1,42.0,42,42
37923,1,29.0,29,29
37924,1,28.0,28,28
37925,1,27.0,27,27
37926,1,42.0,42,42
37927,1,39.0,39,39
37928,1,38.0,38,38
38031,1,1.0,1,1
38032,1,1.0,1,1
38033,1,1.0,1,1
38034,1,1.0,1,1
38036,1,1.0,1,1
38051,1,36.0,36,36
38052,1,24.0,24,24
38053,1,19.0,19,19
38054,1,12.0,12,12
38055,1,12.0,12,12
38056,1,18.0,18,18
38057,1,32.0,32,32
38058,1,24.0,24,24
38101,1,7.0,7,7
38102,1,7.0,7,7
38103,1,11.0,11,11
38104,1,11.0,11,11
38105,1,12.0,12,12
38106,1,11.0,11,11
38107,1,7.0,7,7
38108,1,11.0,11,11
38202,1,14.0,14,14
38204,1,14.0,14,14
38206,1,10.0,10,10
38301,1,15.0,15,15
38302,1,18.0,18,18
38303,1,19.0,19,19
38304,1,18.0,18,18
38305,1,16.0,16,16
38306,1,18.0,18,18
38307,1,18.0,18,18
38308,1,18.0,18,18
38310,1,16.0,16,16
38312,1,18.0,18,18
38314,1,18.0,18,18
38316,1,14.0,14,14
38318,1,18.0,18,18
38321,1,18.0,18,18
38401,1,23.0,23,23
38402,1,22.0,22,22
38403,1,23.0,23,23
38404,1,22.0,22,22
38405,1,23.0,23,23
38406,1,22.0,22,22
38407,1,19.0,19,19
38408,1,22.0,22,22
38409,1,23.0,23,23
38410,1,22.0,22,22
38411,1,22.0,22,22
38412,1,22.0,22,22
38413,1,23.0,23,23
38414,1,22.0,22,22
38416,1,22.0,22,22
38419,1,23.0,23,23
38421,1,22.0,22,22
38423,1,22.0,22,22
38425,1,22.0,22,22
38427,1,21.0,21,21
38431,1,22.0,22,22
38433,1,21.0,21,21
38437,1,22.0,22,22
38447,1,22.0,22,22
38449,1,22.0,22,22
38451,1,22.0,22,22
38452,1,22.0,22,22
38453,1,22.0,22,22
38454,1,22.0,22,22
38455,1,22.0,22,22
38456,1,22.0,22,22
38501,1,27.0,27,27
38502,1,27.0,27,27
38601,1,18.0,18,18
38602,1,17.0,17,17
38701,1,15.0,15,15
38702,1,31.0,31,31
38703,1,32.0,32,32
38704,1,31.0,31,31
38705,1,31.0,31,31
38706,1,30.0,30,30
38707,1,32.0,32,32
38708,1,31.0,31,31
38709,1,27.0,27,27
38710,1,31.0,31,31
38711,1,30.0,30,30
38713,1,31.0,31,31
38719,1,31.0,31,31
38726,1,31.0,31,31
38728,1,29.0,29,29
38730,1,25.0,25,25
38801,1,28.0,28,28
38802,1,34.0,34,34
38803,1,34.0,34,34
38804,1,32.0,32,32
38805,1,35.0,35,35
38806,1,12.0,12,12
38807,1,35.0,35,35
38808,1,24.0,24,24
38809,1,35.0,35,35
38810,1,34.0,34,34
38811,1,35.0,35,35
38812,1,34.0,34,34
38813,1,34.0,34,34
38814,1,34.0,34,34
38815,1,32.0,32,32
38816,1,31.0,31,31
38817,1,31.0,31,31
38818,1,34.0,34,34
38819,1,33.0,33,33
38820,1,34.0,34,34
38821,1,17.0,17,17
38822,1,31.0,31,31
38823,1,22.0,22,22
38824,1,27.0,27,27
38825,1,11.0,11,11
38826,1,34.0,34,34
38827,1,22.0,22,22
38828,1,34.0,34,34
38829,1,24.0,24,24
38830,1,34.0,34,34
38831,1,32.0,32,32
38832,1,2.0,2,2
38902,1,15.0,15,15
38905,1,19.0,19,19
38908,1,19.0,19,19
38909,1,19.0,19,19
38923,1,19.0,19,19
38924,1,19.0,19,19
40001,1,16.0,16,16
40002,1,16.0,16,16
40003,1,16.0,16,16
40004,1,16.0,16,16
40005,1,4.0,4,4
40006,1,16.0,16,16
40007,1,16.0,16,16
40008,1,16.0,16,16
40009,1,16.0,16,16
40010,1,16.0,16,16
40011,1,16.0,16,16
40012,1,16.0,16,16
40013,1,16.0,16,16
40014,1,16.0,16,16
40015,1,16.0,16,16
40016,1,16.0,16,16
40017,1,16.0,16,16
40018,1,16.0,16,16
40019,1,13.0,13,13
40020,1,16.0,16,16
40021,1,1.0,1,1
40022,1,16.0,16,16
40023,1,16.0,16,16
40025,1,16.0,16,16
40026,1,16.0,16,16
40027,1,16.0,16,16
40028,1,16.0,16,16
40029,1,16.0,16,16
40030,1,16.0,16,16
40031,1,16.0,16,16
40032,1,16.0,16,16
40033,1,16.0,16,16
40034,1,16.0,16,16
40035,1,16.0,16,16
40036,1,16.0,16,16
40037,1,16.0,16,16
40038,1,16.0,16,16
40039,1,16.0,16,16
40040,1,16.0,16,16
40041,1,16.0,16,16
40042,1,0.0,0,0
40043,1,16.0,16,16
40044,1,0.0,0,0
40045,1,16.0,16,16
40046,1,16.0,16,16
40047,1,16.0,16,16
40048,1,16.0,16,16
40049,1,16.0,16,16
40050,1,16.0,16,16
40051,1,16.0,16,16
40052,1,0.0,0,0
40053,1,16.0,16,16
40054,1,16.0,16,16
40055,1,16.0,16,16
40056,1,16.0,16,16
40057,1,16.0,16,16
40058,1,16.0,16,16
40059,1,16.0,16,16
40060,1,16.0,16,16
40061,1,16.0,16,16
40062,1,16.0,16,16
40063,1,16.0,16,16
40064,1,16.0,16,16
40065,1,16.0,16,16
40066,1,16.0,16,16
40067,1,16.0,16,16
40068,1,16.0,16,16
40069,1,16.0,16,16
40070,1,16.0,16,16
40071,1,16.0,16,16
40072,1,16.0,16,16
40073,1,16.0,16,16
40074,1,0.0,0,0
40075,1,16.0,16,16
40076,1,0.0,0,0
40077,1,16.0,16,16
40078,1,0.0,0,0
40079,1,16.0,16,16
40080,1,0.0,0,0
40081,1,16.0,16,16
40082,1,0.0,0,0
40083,1,16.0,16,16
40084,1,0.0,0,0
40085,1,16.0,16,16
40086,1,0.0,0,0
40087,1,16.0,16,16
40088,1,0.0,0,0
40089,1,16.0,16,16
40090,1,0.0,0,0
40091,1,16.0,16,16
40092,1,0.0,0,0
40093,1,16.0,16,16
40094,1,0.0,0,0
40095,1,16.0,16,16
40096,1,0.0,0,0
40097,1,16.0,16,16
40098,1,0.0,0,0
40099,1,16.0,16,16
40100,1,0.0,0,0
40101,1,16.0,16,16
40102,1,0.0,0,0
40103,1,16.0,16,16
40104,1,0.0,0,0
40105,1,16.0,16,16
40106,1,0.0,0,0
40107,1,16.0,16,16
40108,1,0.0,0,0
40109,1,16.0,16,16
40110,1,0.0,0,0
40111,1,16.0,16,16
40112,1,0.0,0,0
40113,1,16.0,16,16
40114,1,0.0,0,0
40115,1,16.0,16,16
40116,1,0.0,0,0
40117,1,16.0,16,16
40118,1,0.0,0,0
40119,1,16.0,16,16
40120,1,0.0,0,0
40121,1,16.0,16,16
40122,1,0.0,0,0
40123,1,16.0,16,16
40124,1,0.0,0,0
40125,1,16.0,16,16
40126,1,0.0,0,0
40127,1,16.0,16,16
40128,1,0.0,0,0
40129,1,16.0,16,16
40130,1,0.0,0,0
40131,1,16.0,16,16
40132,1,0.0,0,0
40133,1,16.0,16,16
40134,1,0.0,0,0
40135,1,16.0,16,16
40136,1,0.0,0,0
40137,1,16.0,16,16
40138,1,4.0,4,4
40139,1,16.0,16,16
40140,1,4.0,4,4
40141,1,16.0,16,16
40142,1,4.0,4,4
40143,1,16.0,16,16
40144,1,0.0,0,0
40145,1,16.0,16,16
40146,1,0.0,0,0
40147,1,16.0,16,16
40148,1,0.0,0,0
40150,1,0.0,0,0
40151,1,16.0,16,16
40152,1,4.0,4,4
40153,1,16.0,16,16
40154,1,0.0,0,0
40155,1,16.0,16,16
40156,1,0.0,0,0
40157,1,16.0,16,16
40158,1,0.0,0,0
40301,1,16.0,16,16
40302,1,0.0,0,0
40303,1,16.0,16,16
40304,1,0.0,0,0
40305,1,16.0,16,16
40306,1,0.0,0,0
40307,1,16.0,16,16
40308,1,0.0,0,0
40309,1,16.0,16,16
40310,1,0.0,0,0
40311,1,16.0,16,16
40312,1,4.0,4,4
40313,1,16.0,16,16
40314,1,0.0,0,0
40315,1,16.0,16,16
40316,1,0.0,0,0
40317,1,16.0,16,16
40318,1,0.0,0,0
40319,1,16.0,16,16
40320,1,0.0,0,0
40321,1,16.0,16,16
40322,1,0.0,0,0
40323,1,16.0,16,16
40324,1,4.0,4,4
40325,1,16.0,16,16
40326,1,0.0,0,0
40327,1,16.0,16,16
40328,1,0.0,0,0
40329,1,16.0,16,16
40330,1,0.0,0,0
40331,1,16.0,16,16
40332,1,0.0,0,0
40333,1,16.0,16,16
40334,1,0.0,0,0
40335,1,16.0,16,16
40336,1,0.0,0,0
40337,1,16.0,16,16
40338,1,0.0,0,0
40339,1,16.0,16,16
40340,1,0.0,0,0
40341,1,16.0,16,16
40342,1,0.0,0,0
40343,1,16.0,16,16
40344,1,4.0,4,4
40345,1,16.0,16,16
40346,1,0.0,0,0
40347,1,16.0,16,16
40348,1,0.0,0,0
40349,1,16.0,16,16
40350,1,0.0,0,0
40351,1,16.0,16,16
40352,1,0.0,0,0
40353,1,16.0,16,16
40354,1,0.0,0,0
40355,1,16.0,16,16
40356,1,0.0,0,0
40357,1,16.0,16,16
40358,1,0.0,0,0
40359,1,16.0,16,16
40360,1,0.0,0,0
40361,1,16.0,16,16
40362,1,0.0,0,0
40363,1,16.0,16,16
40364,1,0.0,0,0
40365,1,16.0,16,16
40366,1,0.0,0,0
40367,1,16.0,16,16
40368,1,0.0,0,0
40369,1,16.0,16,16
40370,1,0.0,0,0
40371,1,16.0,16,16
40372,1,4.0,4,4
40373,1,16.0,16,16
40374,1,0.0,0,0
40375,1,16.0,16,16
40376,1,0.0,0,0
40377,1,16.0,16,16
40378,1,0.0,0,0
40379,1,16.0,16,16
40380,1,0.0,0,0
40381,1,16.0,16,16
40382,1,0.0,0,0
40383,1,16.0,16,16
40384,1,0.0,0,0
40385,1,16.0,16,16
40386,1,0.0,0,0
40387,1,16.0,16,16
40388,1,0.0,0,0
40389,1,16.0,16,16
40390,1,0.0,0,0
40391,1,16.0,16,16
40392,1,0.0,0,0
40393,1,16.0,16,16
40394,1,0.0,0,0
40395,1,16.0,16,16
40396,1,0.0,0,0
40397,1,16.0,16,16
40398,1,0.0,0,0
40399,1,16.0,16,16
40400,1,0.0,0,0
40401,1,16.0,16,16
40402,1,0.0,0,0
40403,1,16.0,16,16
40404,1,0.0,0,0
40405,1,16.0,16,16
40406,1,0.0,0,0
40407,1,16.0,16,16
40408,1,0.0,0,0
40409,1,16.0,16,16
40410,1,0.0,0,0
40411,1,16.0,16,16
40412,1,0.0,0,0
40413,1,16.0,16,16
40414,1,0.0,0,0
40415,1,16.0,16,16
40416,1,0.0,0,0
40417,1,16.0,16,16
40418,1,4.0,4,4
40419,1,16.0,16,16
40420,1,0.0,0,0
40421,1,16.0,16,16
40422,1,0.0,0,0
40501,1,0.0,0,0
40502,1,0.0,0,0
40503,1,0.0,0,0
40504,1,4.0,4,4
40505,1,0.0,0,0
40506,1,1.0,1,1
